,path,file_name,path_OD,path_OC,disc_center,tag,dataset,shape,path_OD_png,path_OC_png
378,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0289.jpg,n0289.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0289.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0289.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0289_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0289_OC_img.png
379,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0290.jpg,n0290.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0290.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0290.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0290_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0290_OC_img.png
380,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0291.jpg,n0291.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0291.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0291.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0291_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0291_OC_img.png
381,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0292.jpg,n0292.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0292.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0292.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0292_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0292_OC_img.png
382,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0293.jpg,n0293.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0293.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0293.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0293_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0293_OC_img.png
383,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0294.jpg,n0294.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0294.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0294.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0294_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0294_OC_img.png
384,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0295.jpg,n0295.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0295.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0295.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0295_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0295_OC_img.png
385,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0296.jpg,n0296.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0296.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0296.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0296_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0296_OC_img.png
386,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0297.jpg,n0297.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0297.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0297.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0297_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0297_OC_img.png
387,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0298.jpg,n0298.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0298.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0298.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0298_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0298_OC_img.png
388,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0299.jpg,n0299.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0299.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0299.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0299_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0299_OC_img.png
389,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0300.jpg,n0300.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0300.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0300.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0300_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0300_OC_img.png
390,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0301.jpg,n0301.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0301.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0301.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0301_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0301_OC_img.png
391,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0302.jpg,n0302.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0302.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0302.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0302_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0302_OC_img.png
392,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0303.jpg,n0303.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0303.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0303.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0303_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0303_OC_img.png
393,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0304.jpg,n0304.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0304.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0304.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0304_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0304_OC_img.png
394,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0305.jpg,n0305.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0305.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0305.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0305_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0305_OC_img.png
395,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0306.jpg,n0306.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0306.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0306.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0306_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0306_OC_img.png
396,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0307.jpg,n0307.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0307.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0307.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0307_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0307_OC_img.png
397,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0308.jpg,n0308.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0308.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0308.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0308_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0308_OC_img.png
398,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0309.jpg,n0309.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0309.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0309.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0309_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0309_OC_img.png
399,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0310.jpg,n0310.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0310.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0310.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0310_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0310_OC_img.png
400,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0311.jpg,n0311.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0311.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0311.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0311_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0311_OC_img.png
401,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0312.jpg,n0312.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0312.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0312.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0312_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0312_OC_img.png
402,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0313.jpg,n0313.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0313.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0313.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0313_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0313_OC_img.png
403,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0314.jpg,n0314.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0314.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0314.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0314_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0314_OC_img.png
404,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0315.jpg,n0315.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0315.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0315.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0315_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0315_OC_img.png
405,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0316.jpg,n0316.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0316.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0316.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0316_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0316_OC_img.png
406,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0317.jpg,n0317.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0317.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0317.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0317_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0317_OC_img.png
407,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0318.jpg,n0318.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0318.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0318.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0318_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0318_OC_img.png
408,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0319.jpg,n0319.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0319.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0319.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0319_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0319_OC_img.png
409,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0320.jpg,n0320.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0320.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0320.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0320_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0320_OC_img.png
410,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0321.jpg,n0321.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0321.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0321.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0321_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0321_OC_img.png
411,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0322.jpg,n0322.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0322.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0322.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0322_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0322_OC_img.png
412,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0323.jpg,n0323.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0323.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0323.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0323_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0323_OC_img.png
413,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0324.jpg,n0324.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0324.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0324.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0324_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0324_OC_img.png
414,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0325.jpg,n0325.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0325.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0325.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0325_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0325_OC_img.png
415,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0326.jpg,n0326.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0326.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0326.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0326_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0326_OC_img.png
416,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0327.jpg,n0327.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0327.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0327.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0327_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0327_OC_img.png
417,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0328.jpg,n0328.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0328.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0328.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0328_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0328_OC_img.png
418,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0329.jpg,n0329.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0329.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0329.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0329_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0329_OC_img.png
419,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0330.jpg,n0330.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0330.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0330.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0330_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0330_OC_img.png
420,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0331.jpg,n0331.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0331.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0331.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0331_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0331_OC_img.png
421,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0332.jpg,n0332.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0332.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0332.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0332_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0332_OC_img.png
422,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0333.jpg,n0333.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0333.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0333.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0333_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0333_OC_img.png
423,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0334.jpg,n0334.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0334.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0334.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0334_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0334_OC_img.png
